Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2023 07 18 00	0.043	259.46
2023 07 18 01	0.043	258.17
2023 07 18 02	0.04	261.46
2023 07 18 03	0.037	262.3
2023 07 18 04	0.032	257.66
2023 07 18 05	0.029	247.83
2023 07 18 06	0.028	235.17
2023 07 18 07	0.031	219.8
2023 07 18 08	0.039	208.49
2023 07 18 09	0.052	202.2
2023 07 18 10	0.067	200.05
2023 07 18 11	0.079	200.72
2023 07 18 12	0.086	202.41
2023 07 18 13	0.085	206.26
2023 07 18 14	0.078	211.46
2023 07 18 15	0.067	217.72
2023 07 18 16	0.053	225.76
2023 07 18 17	0.04	237.09
2023 07 18 18	0.03	252.75
2023 07 18 19	0.025	267.7
2023 07 18 20	0.023	272.48
2023 07 18 21	0.02	269.99
2023 07 18 22	0.018	260.53
2023 07 18 23	0.018	254.47
2023 07 19 00	0.011	243.43
2023 07 19 01	0.012	265.23
2023 07 19 02	0.013	292.61
2023 07 19 03	0.017	317.29
2023 07 19 04	0.021	329.93
2023 07 19 05	0.024	335.55
2023 07 19 06	0.023	337.75
2023 07 19 07	0.021	334.65
2023 07 19 08	0.015	320.19
2023 07 19 09	0.014	265.91
2023 07 19 10	0.024	228.36
2023 07 19 11	0.037	219.61
2023 07 19 12	0.047	218.08
2023 07 19 13	0.05	222.58
2023 07 19 14	0.047	231.91
2023 07 19 15	0.04	249.77
2023 07 19 16	0.035	278.13
2023 07 19 17	0.037	308.41
2023 07 19 18	0.044	328.81
2023 07 19 19	0.049	340.11
2023 07 19 20	0.046	343.88
2023 07 19 21	0.033	338.83
2023 07 19 22	0.017	310.23
2023 07 19 23	0.019	235.49
2023 07 20 00	0.038	209.93
2023 07 20 01	0.056	207.47
2023 07 20 02	0.069	208.41
2023 07 20 03	0.073	212.82
2023 07 20 04	0.07	220.42
2023 07 20 05	0.06	232.37
2023 07 20 06	0.049	251.2
2023 07 20 07	0.042	271.36
2023 07 20 08	0.037	285.52
2023 07 20 09	0.031	280.95
2023 07 20 10	0.029	252.18
2023 07 20 11	0.042	219.28
2023 07 20 12	0.066	205.79
2023 07 20 13	0.089	203.11
2023 07 20 14	0.105	203.41
2023 07 20 15	0.115	205.67
2023 07 20 16	0.116	208.76
2023 07 20 17	0.109	213.11
2023 07 20 18	0.093	218.94
2023 07 20 19	0.068	230.3
2023 07 20 20	0.044	249.14
2023 07 20 21	0.03	275.71
2023 07 20 22	0.021	297.75
2023 07 20 23	0.013	318.01
2023 07 21 00	0.007	351.86
2023 07 21 01	0.003	108.43
2023 07 21 02	0.012	145.0
2023 07 21 03	0.021	160.7
2023 07 21 04	0.029	170.21
2023 07 21 05	0.033	176.53
2023 07 21 06	0.033	185.19
2023 07 21 07	0.03	193.13
2023 07 21 08	0.026	201.8
2023 07 21 09	0.025	203.49
2023 07 21 10	0.029	202.16
2023 07 21 11	0.039	199.35
2023 07 21 12	0.049	197.7
2023 07 21 13	0.053	198.43
2023 07 21 14	0.048	202.89
2023 07 21 15	0.039	210.46
2023 07 21 16	0.029	223.6
2023 07 21 17	0.021	245.77
2023 07 21 18	0.018	273.17
2023 07 21 19	0.019	310.91
2023 07 21 20	0.024	338.62
2023 07 21 21	0.028	353.88
2023 07 21 22	0.022	10.3
2023 07 21 23	0.01	48.81
2023 07 22 00	0.015	143.13
2023 07 22 01	0.032	169.38
2023 07 22 02	0.045	180.0
2023 07 22 03	0.045	187.59
2023 07 22 04	0.037	198.92
2023 07 22 05	0.024	220.1
2023 07 22 06	0.017	256.75
2023 07 22 07	0.016	284.03
2023 07 22 08	0.014	298.3
2023 07 22 09	0.009	257.47
2023 07 22 10	0.026	195.06
2023 07 22 11	0.058	187.85
2023 07 22 12	0.084	188.13
2023 07 22 13	0.103	190.55
2023 07 22 14	0.116	193.91
2023 07 22 15	0.118	198.13
2023 07 22 16	0.105	204.62
2023 07 22 17	0.083	213.31
2023 07 22 18	0.062	224.99
2023 07 22 19	0.041	242.81
2023 07 22 20	0.028	274.08
2023 07 22 21	0.021	307.4
2023 07 22 22	0.014	326.3
2023 07 22 23	0.003	341.56
2023 07 23 00	0.013	171.25
2023 07 23 01	0.033	178.26
2023 07 23 02	0.049	182.33
2023 07 23 03	0.057	187.0
2023 07 23 04	0.056	193.29
2023 07 23 05	0.048	201.8
2023 07 23 06	0.04	210.96
2023 07 23 07	0.035	215.9
2023 07 23 08	0.034	213.23
2023 07 23 09	0.039	203.96
2023 07 23 10	0.054	194.79
2023 07 23 11	0.076	192.04
2023 07 23 12	0.097	193.03
2023 07 23 13	0.111	195.03
2023 07 23 14	0.112	196.99
2023 07 23 15	0.101	200.22
2023 07 23 16	0.076	206.23
2023 07 23 17	0.049	218.48
2023 07 23 18	0.026	232.69
2023 07 23 19	0.007	224.99
2023 07 23 20	0.011	116.56
2023 07 23 21	0.024	111.37
2023 07 23 22	0.037	117.25
2023 07 23 23	0.047	122.0
2023 07 24 00	0.049	122.73
2023 07 24 01	0.041	117.18
2023 07 24 02	0.033	120.37
2023 07 24 03	0.026	127.3
2023 07 24 04	0.017	137.29
2023 07 24 05	0.007	135.0
2023 07 24 06	0.005	348.69
2023 07 24 07	0.009	341.56
2023 07 24 08	0.012	350.53
2023 07 24 09	0.012	9.46
2023 07 24 10	0.013	36.02
2023 07 24 11	0.016	60.25
2023 07 24 12	0.02	87.13
2023 07 24 13	0.025	101.3
2023 07 24 14	0.028	110.32
2023 07 24 15	0.029	115.7
2023 07 24 16	0.026	116.56
2023 07 24 17	0.021	111.8
2023 07 24 18	0.015	97.59
2023 07 24 19	0.013	53.97
2023 07 24 20	0.019	30.46
2023 07 24 21	0.026	21.8
2023 07 24 22	0.031	20.13
2023 07 24 23	0.033	18.97
2023 07 25 00	0.029	19.65
2023 07 25 01	0.028	20.32
2023 07 25 02	0.026	21.8
2023 07 25 03	0.026	24.62
2023 07 25 04	0.023	30.96
2023 07 25 05	0.018	40.6
2023 07 25 06	0.011	63.43
2023 07 25 07	0.008	104.03
2023 07 25 08	0.007	129.8
2023 07 25 09	0.007	98.13
2023 07 25 10	0.01	73.3
2023 07 25 11	0.013	68.96
2023 07 25 12	0.015	78.69
2023 07 25 13	0.016	107.35
2023 07 25 14	0.018	130.6
2023 07 25 15	0.021	149.93
2023 07 25 16	0.026	162.25
2023 07 25 17	0.026	173.41
2023 07 25 18	0.022	180.0
2023 07 25 19	0.011	174.8
2023 07 25 20	0.003	56.3
2023 07 25 21	0.018	18.43
2023 07 25 22	0.037	16.99
2023 07 25 23	0.052	16.69
2023 07 26 00	0.059	16.6
2023 07 26 01	0.058	19.05
2023 07 26 02	0.049	20.28
2023 07 26 03	0.031	24.14
2023 07 26 04	0.011	37.87
2023 07 26 05	0.008	180.0
2023 07 26 06	0.019	201.25
2023 07 26 07	0.029	206.56
2023 07 26 08	0.031	212.19
2023 07 26 09	0.031	212.19
2023 07 26 10	0.033	208.88
2023 07 26 11	0.036	202.38
2023 07 26 12	0.038	199.85
2023 07 26 13	0.039	199.35
2023 07 26 14	0.041	202.83
2023 07 26 15	0.045	204.86
2023 07 26 16	0.053	205.6
2023 07 26 17	0.065	207.34
2023 07 26 18	0.073	212.17
2023 07 26 19	0.07	222.1
2023 07 26 20	0.06	233.69
2023 07 26 21	0.049	247.55
2023 07 26 22	0.039	262.69
2023 07 26 23	0.031	279.16
2023 07 27 00	0.028	297.47
2023 07 27 01	0.024	310.1
2023 07 27 02	0.019	308.65
2023 07 27 03	0.013	269.99
2023 07 27 04	0.024	214.99
2023 07 27 05	0.049	200.28
2023 07 27 06	0.074	197.21
2023 07 27 07	0.094	197.28
2023 07 27 08	0.105	199.29
2023 07 27 09	0.107	201.3
2023 07 27 10	0.099	203.19
2023 07 27 11	0.077	205.9
2023 07 27 12	0.051	209.05
2023 07 27 13	0.028	209.24
2023 07 27 14	0.013	201.03
2023 07 27 15	0.013	184.39
2023 07 27 16	0.023	182.48
2023 07 27 17	0.037	190.71
2023 07 27 18	0.046	199.98
2023 07 27 19	0.049	213.36
2023 07 27 20	0.042	230.71
2023 07 27 21	0.033	258.02
2023 07 27 22	0.031	296.56
2023 07 27 23	0.038	328.78
2023 07 28 00	0.05	350.9
2023 07 28 01	0.066	2.6
2023 07 28 02	0.076	8.97
2023 07 28 03	0.08	13.69
2023 07 28 04	0.071	18.68
2023 07 28 05	0.054	23.74
2023 07 28 06	0.033	35.13
2023 07 28 07	0.013	72.89
2023 07 28 08	0.013	147.52
2023 07 28 09	0.016	176.42
2023 07 28 10	0.012	194.03
2023 07 28 11	0.003	251.56
2023 07 28 12	0.013	355.6
2023 07 28 13	0.025	4.57
2023 07 28 14	0.035	6.51
2023 07 28 15	0.042	6.78
2023 07 28 16	0.042	6.78
2023 07 28 17	0.032	7.12
2023 07 28 18	0.009	12.52
2023 07 28 19	0.018	180.0
2023 07 28 20	0.026	192.99
2023 07 28 21	0.03	204.9
2023 07 28 22	0.029	215.31
2023 07 28 23	0.024	228.36
2023 07 29 00	0.017	273.36
2023 07 29 01	0.023	326.97
2023 07 29 02	0.037	350.78
2023 07 29 03	0.048	3.57
2023 07 29 04	0.051	13.49
2023 07 29 05	0.041	27.18
2023 07 29 06	0.027	59.74
2023 07 29 07	0.025	126.86
2023 07 29 08	0.043	159.9
2023 07 29 09	0.06	172.4
2023 07 29 10	0.068	179.15
2023 07 29 11	0.065	181.76
2023 07 29 12	0.053	182.16
2023 07 29 13	0.029	180.0
2023 07 29 14	0.003	71.56
2023 07 29 15	0.027	17.1
2023 07 29 16	0.038	19.85
2023 07 29 17	0.033	26.56
2023 07 29 18	0.021	41.18
2023 07 29 19	0.009	71.56
2023 07 29 20	0.004	165.96
2023 07 29 21	0.012	214.99
2023 07 29 22	0.018	229.39
2023 07 29 23	0.018	247.61
2023 07 30 00	0.017	280.0
2023 07 30 01	0.023	325.61
2023 07 30 02	0.037	349.28
2023 07 30 03	0.051	358.87
2023 07 30 04	0.056	5.1
2023 07 30 05	0.049	10.4
2023 07 30 06	0.031	14.93
2023 07 30 07	0.005	45.0
2023 07 30 08	0.021	193.39
2023 07 30 09	0.041	202.83
2023 07 30 10	0.052	209.47
2023 07 30 11	0.061	217.05
2023 07 30 12	0.06	227.66
2023 07 30 13	0.046	247.28
2023 07 30 14	0.039	287.52
2023 07 30 15	0.049	325.66
2023 07 30 16	0.065	344.89
2023 07 30 17	0.068	354.12
2023 07 30 18	0.06	359.04
2023 07 30 19	0.046	1.24
2023 07 30 20	0.028	2.04
2023 07 30 21	0.011	354.8
2023 07 30 22	0.003	236.3
2023 07 30 23	0.01	201.8
2023 07 31 00	0.007	213.69
2023 07 31 01	0.008	352.87
2023 07 31 02	0.033	6.91
2023 07 31 03	0.062	11.12
2023 07 31 04	0.082	14.7
2023 07 31 05	0.085	19.92
2023 07 31 06	0.071	27.64
2023 07 31 07	0.048	43.31
2023 07 31 08	0.029	78.31
2023 07 31 09	0.031	129.8
2023 07 31 10	0.046	155.65
2023 07 31 11	0.058	167.15
2023 07 31 12	0.064	172.87
2023 07 31 13	0.053	173.54
2023 07 31 14	0.03	164.57
2023 07 31 15	0.014	77.9
2023 07 31 16	0.04	34.87
2023 07 31 17	0.057	33.69
2023 07 31 18	0.058	42.2
2023 07 31 19	0.049	56.63
2023 07 31 20	0.041	75.96
2023 07 31 21	0.039	95.85
2023 07 31 22	0.036	102.52
2023 07 31 23	0.03	99.46
2023 08 01 00	0.024	75.96
2023 08 01 01	0.027	43.53
2023 08 01 02	0.041	22.83
2023 08 01 03	0.06	15.42
2023 08 01 04	0.076	13.67
2023 08 01 05	0.082	15.56
2023 08 01 06	0.076	19.14
2023 08 01 07	0.057	25.67
2023 08 01 08	0.034	41.49
2023 08 01 09	0.019	83.99
2023 08 01 10	0.022	140.52
2023 08 01 11	0.03	162.75
2023 08 01 12	0.03	168.69
2023 08 01 13	0.019	168.11
2023 08 01 14	0.004	116.56
2023 08 01 15	0.017	23.62
2023 08 01 16	0.032	19.53
2023 08 01 17	0.046	21.57
2023 08 01 18	0.056	21.99
2023 08 01 19	0.06	23.19
2023 08 01 20	0.056	27.47
2023 08 01 21	0.045	35.09
2023 08 01 22	0.028	45.0
2023 08 01 23	0.014	61.69
2023 08 02 00	0.009	77.47
2023 08 02 01	0.012	28.61
2023 08 02 02	0.031	16.69
2023 08 02 03	0.052	16.69
2023 08 02 04	0.068	19.76
2023 08 02 05	0.079	23.67
2023 08 02 06	0.084	26.56
2023 08 02 07	0.079	32.08
2023 08 02 08	0.07	37.51
2023 08 02 09	0.058	39.42
2023 08 02 10	0.05	40.97
2023 08 02 11	0.044	44.09
2023 08 02 12	0.043	45.93
2023 08 02 13	0.049	39.2
2023 08 02 14	0.062	30.65
2023 08 02 15	0.082	25.94
2023 08 02 16	0.104	22.4
2023 08 02 17	0.127	21.71
2023 08 02 18	0.144	21.94
2023 08 02 19	0.152	22.35
2023 08 02 20	0.149	24.15
2023 08 02 21	0.134	26.56
2023 08 02 22	0.115	29.68
2023 08 02 23	0.095	33.02
2023 08 03 00	0.077	36.57
2023 08 03 01	0.063	36.68
2023 08 03 02	0.054	34.56
2023 08 03 03	0.051	27.55
2023 08 03 04	0.058	20.89
2023 08 03 05	0.068	17.9
2023 08 03 06	0.076	15.84
2023 08 03 07	0.079	15.25
2023 08 03 08	0.074	14.78
2023 08 03 09	0.062	16.69
2023 08 03 10	0.045	20.4
2023 08 03 11	0.03	27.4
2023 08 03 12	0.018	40.6
2023 08 03 13	0.011	45.0
2023 08 03 14	0.011	26.56
2023 08 03 15	0.015	7.59
2023 08 03 16	0.022	5.19
2023 08 03 17	0.034	5.04
2023 08 03 18	0.048	8.29
2023 08 03 19	0.062	11.12
2023 08 03 20	0.066	13.82
2023 08 03 21	0.061	16.07
2023 08 03 22	0.047	18.43
2023 08 03 23	0.028	22.93
2023 08 04 00	0.007	56.3
2023 08 04 01	0.011	180.0
2023 08 04 02	0.019	197.52
2023 08 04 03	0.023	210.96
2023 08 04 04	0.021	232.59
2023 08 04 05	0.018	263.65
2023 08 04 06	0.019	300.46
2023 08 04 07	0.026	328.67
2023 08 04 08	0.034	344.74
2023 08 04 09	0.034	351.63
2023 08 04 10	0.024	355.23
2023 08 04 11	0.007	351.86
2023 08 04 12	0.012	189.46
2023 08 04 13	0.026	190.88
2023 08 04 14	0.037	194.03
2023 08 04 15	0.042	199.29
2023 08 04 16	0.041	205.94
2023 08 04 17	0.035	216.86
2023 08 04 18	0.024	240.25
2023 08 04 19	0.019	291.25
2023 08 04 20	0.025	326.3
2023 08 04 21	0.026	338.19
2023 08 04 22	0.019	338.74
2023 08 04 23	0.009	319.39
2023 08 05 00	0.006	231.34
2023 08 05 01	0.013	201.03
2023 08 05 02	0.02	196.69
2023 08 05 03	0.022	198.43
2023 08 05 04	0.02	202.83
2023 08 05 05	0.015	216.86
2023 08 05 06	0.009	251.56
2023 08 05 07	0.01	318.81
2023 08 05 08	0.016	352.87
2023 08 05 09	0.019	11.88
2023 08 05 10	0.015	36.86
2023 08 05 11	0.014	109.65
2023 08 05 12	0.03	148.39
2023 08 05 13	0.047	162.71
2023 08 05 14	0.061	169.77
2023 08 05 15	0.064	175.53
2023 08 05 16	0.054	181.06
2023 08 05 17	0.038	187.49
2023 08 05 18	0.021	201.8
2023 08 05 19	0.01	291.8
2023 08 05 20	0.024	340.82
2023 08 05 21	0.029	348.31
2023 08 05 22	0.03	350.53
2023 08 05 23	0.022	349.69
2023 08 06 00	0.01	330.94
2023 08 06 01	0.008	234.46
2023 08 06 02	0.02	209.05
2023 08 06 03	0.03	207.4
2023 08 06 04	0.034	213.23
2023 08 06 05	0.034	221.49
2023 08 06 06	0.031	235.3
2023 08 06 07	0.028	251.56
2023 08 06 08	0.027	269.99
2023 08 06 09	0.027	282.52
2023 08 06 10	0.027	280.49
2023 08 06 11	0.028	259.87
2023 08 06 12	0.036	238.49
2023 08 06 13	0.046	227.64
2023 08 06 14	0.055	224.99
2023 08 06 15	0.058	227.07
2023 08 06 16	0.06	231.04
2023 08 06 17	0.058	238.2
2023 08 06 18	0.056	247.06
2023 08 06 19	0.051	258.9
2023 08 06 20	0.049	279.27
2023 08 06 21	0.051	296.56
2023 08 06 22	0.05	306.19
2023 08 06 23	0.046	309.8
2023 08 07 00	0.038	304.5
2023 08 07 01	0.031	286.69
2023 08 07 02	0.029	260.21
2023 08 07 03	0.034	240.46
2023 08 07 04	0.04	232.0
2023 08 07 05	0.045	230.35
2023 08 07 06	0.047	232.65
2023 08 07 07	0.05	238.84
2023 08 07 08	0.05	249.04
2023 08 07 09	0.048	257.98
2023 08 07 10	0.046	266.26
2023 08 07 11	0.044	264.8
2023 08 07 12	0.049	248.62
2023 08 07 13	0.061	235.0
2023 08 07 14	0.074	227.72
2023 08 07 15	0.087	224.99
2023 08 07 16	0.096	226.25
2023 08 07 17	0.1	229.83
2023 08 07 18	0.099	235.19
2023 08 07 19	0.094	242.89
2023 08 07 20	0.084	255.63
2023 08 07 21	0.071	278.8
2023 08 07 22	0.07	312.7
2023 08 07 23	0.083	337.43
2023 08 08 00	0.089	351.68
2023 08 08 01	0.082	0.0
2023 08 08 02	0.065	7.01
2023 08 08 03	0.046	12.52
2023 08 08 04	0.029	19.65
2023 08 08 05	0.015	26.56
2023 08 08 06	0.003	18.43
2023 08 08 07	0.008	255.96
2023 08 08 08	0.017	280.0
2023 08 08 09	0.031	312.39
2023 08 08 10	0.049	333.43
2023 08 08 11	0.061	347.77
2023 08 08 12	0.064	355.53
2023 08 08 13	0.057	0.0
2023 08 08 14	0.044	358.69
2023 08 08 15	0.03	346.86
2023 08 08 16	0.022	314.99
2023 08 08 17	0.025	274.57
2023 08 08 18	0.033	256.37
2023 08 08 19	0.04	254.24
2023 08 08 20	0.041	268.6
2023 08 08 21	0.045	303.34
2023 08 08 22	0.068	334.93
2023 08 08 23	0.094	350.23
2023 08 09 00	0.09	358.72
2023 08 09 01	0.105	1.63
2023 08 09 02	0.103	3.88
2023 08 09 03	0.092	7.43
2023 08 09 04	0.073	11.76
2023 08 09 05	0.047	19.57
2023 08 09 06	0.031	39.8
2023 08 09 07	0.025	71.56
2023 08 09 08	0.028	69.67
2023 08 09 09	0.047	44.14
2023 08 09 10	0.08	32.3
2023 08 09 11	0.111	31.84
2023 08 09 12	0.123	36.77
2023 08 09 13	0.118	38.81
2023 08 09 14	0.095	42.03
2023 08 09 15	0.068	63.06
2023 08 09 16	0.065	99.6
2023 08 09 17	0.076	119.93
2023 08 09 18	0.077	127.16
2023 08 09 19	0.065	125.63
2023 08 09 20	0.045	102.8
2023 08 09 21	0.049	50.79
2023 08 09 22	0.08	25.92
2023 08 09 23	0.114	17.8
2023 08 10 00	0.146	13.46
2023 08 10 01	0.165	11.85
2023 08 10 02	0.173	11.3
2023 08 10 03	0.172	11.7
2023 08 10 04	0.164	12.26
2023 08 10 05	0.15	13.85
2023 08 10 06	0.129	16.61
2023 08 10 07	0.1	22.75
2023 08 10 08	0.076	33.27
2023 08 10 09	0.058	47.79
2023 08 10 10	0.044	67.47
2023 08 10 11	0.033	95.19
2023 08 10 12	0.029	128.04
2023 08 10 13	0.019	141.34
2023 08 10 14	0.003	180.0
2023 08 10 15	0.017	333.43
2023 08 10 16	0.037	341.56
2023 08 10 17	0.051	346.5
2023 08 10 18	0.06	350.53
2023 08 10 19	0.068	355.79
2023 08 10 20	0.074	0.0
2023 08 10 21	0.076	5.26
2023 08 10 22	0.074	10.85
2023 08 10 23	0.067	16.29
2023 08 11 00	0.054	25.14
2023 08 11 01	0.036	37.18
2023 08 11 02	0.021	64.65
2023 08 11 03	0.014	102.09
2023 08 11 04	0.011	127.87
2023 08 11 05	0.01	163.3
2023 08 11 06	0.023	187.43
2023 08 11 07	0.046	196.11
2023 08 11 08	0.07	199.98
2023 08 11 09	0.086	203.02
2023 08 11 10	0.092	207.12
2023 08 11 11	0.085	212.57
2023 08 11 12	0.07	219.8
2023 08 11 13	0.046	235.61
2023 08 11 14	0.026	282.99
2023 08 11 15	0.034	341.56
2023 08 11 16	0.049	2.33
2023 08 11 17	0.05	11.53
2023 08 11 18	0.037	18.92
2023 08 11 19	0.018	36.25
2023 08 11 20	0.012	145.0
2023 08 11 21	0.038	173.99
2023 08 11 22	0.064	180.89
2023 08 11 23	0.081	185.64
2023 08 12 00	0.081	190.61
2023 08 12 01	0.063	195.57
2023 08 12 02	0.032	207.34
2023 08 12 03	0.01	299.05
2023 08 12 04	0.026	4.39
2023 08 12 05	0.031	26.56
2023 08 12 06	0.024	58.24
2023 08 12 07	0.023	123.02
2023 08 12 08	0.04	165.61
2023 08 12 09	0.058	185.9
2023 08 12 10	0.069	198.43
2023 08 12 11	0.068	210.67
2023 08 12 12	0.057	224.99
2023 08 12 13	0.041	253.3
2023 08 12 14	0.038	297.89
2023 08 12 15	0.047	331.29
2023 08 12 16	0.054	349.5
2023 08 12 17	0.053	2.16
2023 08 12 18	0.043	14.67
2023 08 12 19	0.031	28.17
2023 08 12 20	0.021	48.81
2023 08 12 21	0.014	77.9
2023 08 12 22	0.009	122.0
2023 08 12 23	0.005	158.19
2023 08 13 00	0.005	329.03
2023 08 13 01	0.023	345.37
2023 08 13 02	0.045	353.65
2023 08 13 03	0.061	358.12
2023 08 13 04	0.066	2.6
2023 08 13 05	0.06	6.65
2023 08 13 06	0.045	11.3
2023 08 13 07	0.026	19.79
2023 08 13 08	0.005	68.19
2023 08 13 09	0.02	194.03
2023 08 13 10	0.042	205.34
2023 08 13 11	0.054	214.56
2023 08 13 12	0.056	226.43
2023 08 13 13	0.049	249.71
2023 08 13 14	0.046	287.65
2023 08 13 15	0.059	321.78
2023 08 13 16	0.075	339.17
2023 08 13 17	0.082	348.14
2023 08 13 18	0.077	354.06
2023 08 13 19	0.062	358.15
2023 08 13 20	0.038	0.0
2023 08 13 21	0.012	350.53
2023 08 13 22	0.011	210.96
2023 08 13 23	0.028	200.32
2023 08 14 00	0.038	203.19
2023 08 14 01	0.036	211.5
2023 08 14 02	0.024	238.24
2023 08 14 03	0.022	307.87
2023 08 14 04	0.042	344.98
2023 08 14 05	0.06	0.0
2023 08 14 06	0.063	9.9
2023 08 14 07	0.047	24.94
2023 08 14 08	0.026	83.41
2023 08 14 09	0.054	151.55
2023 08 14 10	0.103	171.08
2023 08 14 11	0.142	180.8
2023 08 14 12	0.158	188.69
2023 08 14 13	0.156	195.54
2023 08 14 14	0.14	202.18
2023 08 14 15	0.108	210.59
2023 08 14 16	0.07	225.57
2023 08 14 17	0.037	260.78
2023 08 14 18	0.034	326.76
2023 08 14 19	0.045	357.45
2023 08 14 20	0.044	14.34
2023 08 14 21	0.031	32.19
2023 08 14 22	0.017	76.75
2023 08 14 23	0.021	152.24
2023 08 15 00	0.034	178.31
2023 08 15 01	0.039	193.32
2023 08 15 02	0.036	209.35
2023 08 15 03	0.029	234.68
2023 08 15 04	0.026	280.88
2023 08 15 05	0.037	322.52
2023 08 15 06	0.051	344.35
2023 08 15 07	0.057	355.98
2023 08 15 08	0.047	3.65
2023 08 15 09	0.019	17.52
2023 08 15 10	0.02	177.13
2023 08 15 11	0.057	189.95
2023 08 15 12	0.087	196.57
2023 08 15 13	0.1	204.77
2023 08 15 14	0.096	214.84
2023 08 15 15	0.085	228.31
2023 08 15 16	0.072	246.27
2023 08 15 17	0.062	272.77
2023 08 15 18	0.061	301.6
2023 08 15 19	0.066	322.95
2023 08 15 20	0.066	334.2
2023 08 15 21	0.057	337.45
2023 08 15 22	0.041	329.74
2023 08 15 23	0.025	298.61
2023 08 16 00	0.058	207.43
2023 08 16 01	0.078	210.46
2023 08 16 02	0.095	213.85
2023 08 16 03	0.103	218.74
2023 08 16 04	0.103	225.38
2023 08 16 05	0.096	235.98
2023 08 16 06	0.084	249.2
2023 08 16 07	0.07	262.67
2023 08 16 08	0.058	273.94
2023 08 16 09	0.045	280.08
2023 08 16 10	0.037	269.99
2023 08 16 11	0.04	245.32
2023 08 16 12	0.058	228.44
2023 08 16 13	0.083	222.08
2023 08 16 14	0.106	221.58
2023 08 16 15	0.123	223.36
2023 08 16 16	0.13	226.24
2023 08 16 17	0.122	231.63
2023 08 16 18	0.104	240.25
2023 08 16 19	0.083	251.13
2023 08 16 20	0.065	263.85
2023 08 16 21	0.053	274.31
2023 08 16 22	0.044	277.76
2023 08 16 23	0.04	265.71
2023 08 17 00	0.046	243.43
2023 08 17 01	0.062	231.48
2023 08 17 02	0.077	227.62
2023 08 17 03	0.085	227.36
2023 08 17 04	0.084	232.18
2023 08 17 05	0.072	242.02
2023 08 17 06	0.056	256.7
2023 08 17 07	0.044	272.6
2023 08 17 08	0.034	280.0
2023 08 17 09	0.028	267.95
2023 08 17 10	0.036	232.81
2023 08 17 11	0.063	215.43
2023 08 17 12	0.089	212.27
2023 08 17 13	0.096	216.15
2023 08 17 14	0.088	224.54
2023 08 17 15	0.069	238.6
2023 08 17 16	0.048	261.7
2023 08 17 17	0.038	305.36
2023 08 17 18	0.046	347.47
2023 08 17 19	0.054	6.34
2023 08 17 20	0.05	17.35
2023 08 17 21	0.037	28.61
2023 08 17 22	0.021	48.81
2023 08 17 23	0.01	123.69
2023 08 18 00	0.017	183.36
2023 08 18 01	0.02	209.05
2023 08 18 02	0.017	231.84
2023 08 18 03	0.016	284.03
2023 08 18 04	0.025	323.13
2023 08 18 05	0.035	342.07
2023 08 18 06	0.047	355.13
2023 08 18 07	0.05	3.43
2023 08 18 08	0.047	10.84
2023 08 18 09	0.037	16.99
2023 08 18 10	0.022	26.56
2023 08 18 11	0.007	45.0
2023 08 18 12	0.005	210.96
2023 08 18 13	0.01	240.94
2023 08 18 14	0.012	279.46
2023 08 18 15	0.017	317.29
2023 08 18 16	0.024	338.62
2023 08 18 17	0.031	352.64
2023 08 18 18	0.036	3.17
2023 08 18 19	0.037	12.2
2023 08 18 20	0.035	17.92
2023 08 18 21	0.036	17.44
2023 08 18 22	0.04	14.38
2023 08 18 23	0.043	17.59
2023 08 19 00	0.052	20.17
2023 08 19 01	0.066	20.35
2023 08 19 02	0.077	20.29
2023 08 19 03	0.078	21.66
2023 08 19 04	0.07	24.37
2023 08 19 05	0.058	27.43
2023 08 19 06	0.047	28.7
2023 08 19 07	0.039	27.21
2023 08 19 08	0.034	24.3
2023 08 19 09	0.027	21.03
2023 08 19 10	0.021	15.94
2023 08 19 11	0.017	13.24
2023 08 19 12	0.015	7.59
2023 08 19 13	0.016	3.57
2023 08 19 14	0.016	0.0
2023 08 19 15	0.011	354.8
2023 08 19 16	0.005	306.86
2023 08 19 17	0.008	234.46
2023 08 19 18	0.015	230.19
2023 08 19 19	0.02	247.16
2023 08 19 20	0.025	263.15
2023 08 19 21	0.027	274.23
2023 08 19 22	0.027	287.1
2023 08 19 23	0.026	304.28
2023 08 20 00	0.028	325.17
2023 08 20 01	0.028	343.49
2023 08 20 02	0.022	357.39
2023 08 20 03	0.009	23.96
2023 08 20 04	0.01	150.94
2023 08 20 05	0.024	177.61
2023 08 20 06	0.034	190.0
2023 08 20 07	0.04	200.22
2023 08 20 08	0.041	210.25
2023 08 20 09	0.039	220.91
2023 08 20 10	0.034	230.82
2023 08 20 11	0.024	248.62
2023 08 20 12	0.016	287.35
2023 08 20 13	0.018	337.61
2023 08 20 14	0.025	4.57
2023 08 20 15	0.027	17.1
2023 08 20 16	0.029	26.56
2023 08 20 17	0.031	26.56
2023 08 20 18	0.033	22.75
2023 08 20 19	0.033	11.97
2023 08 20 20	0.039	1.46
2023 08 20 21	0.048	0.0
2023 08 20 22	0.055	358.95
2023 08 20 23	0.059	359.02
2023 08 21 00	0.06	359.04
2023 08 21 01	0.058	359.01
2023 08 21 02	0.055	358.95
