Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2021 10 07 14	0.225	282.55
2021 10 07 15	0.234	292.3
2021 10 07 16	0.247	302.47
2021 10 07 17	0.263	311.61
2021 10 07 18	0.268	318.47
2021 10 07 19	0.251	322.76
2021 10 07 20	0.215	321.58
2021 10 07 21	0.176	312.47
2021 10 07 22	0.159	296.08
2021 10 07 23	0.167	281.04
2021 10 08 00	0.18	273.17
2021 10 08 01	0.183	271.87
2021 10 08 02	0.172	275.31
2021 10 08 03	0.172	285.08
2021 10 08 04	0.182	298.81
2021 10 08 05	0.198	312.13
2021 10 08 06	0.209	322.96
2021 10 08 07	0.204	330.67
2021 10 08 08	0.182	330.76
2021 10 08 09	0.146	319.44
2021 10 08 10	0.133	294.83
2021 10 08 11	0.154	275.19
2021 10 08 12	0.18	268.09
2021 10 08 13	0.195	268.53
2021 10 08 14	0.203	273.94
2021 10 08 15	0.215	283.39
2021 10 08 16	0.23	294.56
2021 10 08 17	0.246	305.75
2021 10 08 18	0.256	317.21
2021 10 08 19	0.256	328.04
2021 10 08 20	0.238	336.23
2021 10 08 21	0.198	340.28
2021 10 08 22	0.144	337.68
2021 10 08 23	0.102	323.35
2021 10 09 00	0.087	299.5
2021 10 09 01	0.092	281.18
2021 10 09 02	0.104	274.94
2021 10 09 03	0.114	278.05
2021 10 09 04	0.126	287.43
2021 10 09 05	0.146	300.42
2021 10 09 06	0.168	314.03
2021 10 09 07	0.184	327.86
2021 10 09 08	0.187	339.05
2021 10 09 09	0.165	345.29
2021 10 09 10	0.117	345.25
2021 10 09 11	0.062	326.05
2021 10 09 12	0.057	268.99
2021 10 09 13	0.086	254.51
2021 10 09 14	0.1	262.59
2021 10 09 15	0.105	280.88
2021 10 09 16	0.111	303.26
2021 10 09 17	0.118	324.29
2021 10 09 18	0.126	344.42
2021 10 09 19	0.138	2.07
2021 10 09 20	0.147	17.81
2021 10 09 21	0.139	35.39
2021 10 09 22	0.121	60.89
2021 10 09 23	0.115	92.48
2021 10 10 00	0.125	117.58
2021 10 10 01	0.131	133.15
2021 10 10 02	0.124	142.48
2021 10 10 03	0.104	146.3
2021 10 10 04	0.075	143.58
2021 10 10 05	0.048	124.01
2021 10 10 06	0.041	77.61
2021 10 10 07	0.065	46.24
2021 10 10 08	0.091	41.89
2021 10 10 09	0.101	49.39
2021 10 10 10	0.088	70.12
2021 10 10 11	0.075	113.49
2021 10 10 12	0.093	153.98
2021 10 10 13	0.112	180.0
2021 10 10 14	0.113	202.73
2021 10 10 15	0.106	226.52
2021 10 10 16	0.091	250.17
2021 10 10 17	0.085	278.79
2021 10 10 18	0.093	303.69
2021 10 10 19	0.115	320.64
2021 10 10 20	0.14	332.52
2021 10 10 21	0.157	339.95
2021 10 10 22	0.148	340.7
2021 10 10 23	0.119	333.22
2021 10 11 00	0.092	309.72
2021 10 11 01	0.097	278.29
2021 10 11 02	0.124	264.01
2021 10 11 03	0.15	261.97
2021 10 11 04	0.166	268.61
2021 10 11 05	0.176	279.14
2021 10 11 06	0.187	291.23
2021 10 11 07	0.204	302.21
2021 10 11 08	0.221	311.52
2021 10 11 09	0.231	317.97
2021 10 11 10	0.226	319.12
2021 10 11 11	0.212	313.66
2021 10 11 12	0.203	301.97
2021 10 11 13	0.209	289.21
2021 10 11 14	0.225	280.21
2021 10 11 15	0.238	276.49
2021 10 11 16	0.245	277.5
2021 10 11 17	0.25	282.2
2021 10 11 18	0.258	289.9
2021 10 11 19	0.269	297.89
2021 10 11 20	0.277	305.46
2021 10 11 21	0.279	311.22
2021 10 11 22	0.269	314.84
2021 10 11 23	0.243	315.16
2021 10 12 00	0.214	311.03
2021 10 12 01	0.195	303.12
2021 10 12 02	0.193	292.84
2021 10 12 03	0.2	284.72
2021 10 12 04	0.211	282.26
2021 10 12 05	0.224	283.91
2021 10 12 06	0.238	288.58
2021 10 12 07	0.26	294.0
2021 10 12 08	0.284	300.44
2021 10 12 09	0.29	306.31
2021 10 12 10	0.279	311.66
2021 10 12 11	0.258	313.43
2021 10 12 12	0.239	309.74
2021 10 12 13	0.231	300.87
2021 10 12 14	0.235	291.66
2021 10 12 15	0.244	285.39
2021 10 12 16	0.26	283.76
2021 10 12 17	0.277	284.58
2021 10 12 18	0.288	286.92
2021 10 12 19	0.299	289.7
2021 10 12 20	0.31	293.75
2021 10 12 21	0.313	299.17
2021 10 12 22	0.301	305.42
2021 10 12 23	0.276	311.47
2021 10 13 00	0.264	311.47
2021 10 13 01	0.241	312.14
2021 10 13 02	0.226	308.54
2021 10 13 03	0.216	303.1
2021 10 13 04	0.209	297.29
2021 10 13 05	0.202	291.38
2021 10 13 06	0.202	288.16
2021 10 13 07	0.209	288.08
2021 10 13 08	0.221	289.0
2021 10 13 09	0.241	292.63
2021 10 13 10	0.263	297.05
2021 10 13 11	0.279	300.96
2021 10 13 12	0.279	303.46
2021 10 13 13	0.268	304.51
2021 10 13 14	0.262	302.23
2021 10 13 15	0.264	296.46
2021 10 13 16	0.269	289.71
2021 10 13 17	0.276	285.54
2021 10 13 18	0.282	284.97
2021 10 13 19	0.287	286.54
2021 10 13 20	0.297	289.65
2021 10 13 21	0.31	293.51
2021 10 13 22	0.325	297.82
2021 10 13 23	0.331	301.91
2021 10 14 00	0.319	305.43
2021 10 14 01	0.291	308.59
2021 10 14 02	0.26	310.64
2021 10 14 03	0.233	311.0
2021 10 14 04	0.214	308.95
2021 10 14 05	0.211	305.94
2021 10 14 06	0.213	301.97
2021 10 14 07	0.21	296.8
2021 10 14 08	0.204	290.29
2021 10 14 09	0.207	288.52
2021 10 14 10	0.216	291.35
2021 10 14 11	0.231	299.56
2021 10 14 12	0.241	310.13
2021 10 14 13	0.239	321.6
2021 10 14 14	0.219	332.26
2021 10 14 15	0.184	341.66
2021 10 14 16	0.144	350.01
2021 10 14 17	0.107	357.32
2021 10 14 18	0.079	3.62
2021 10 14 19	0.058	8.82
2021 10 14 20	0.043	9.24
2021 10 14 21	0.032	1.78
2021 10 14 22	0.028	2.04
2021 10 14 23	0.034	13.24
2021 10 15 00	0.052	24.62
2021 10 15 01	0.073	33.9
2021 10 15 02	0.085	41.68
2021 10 15 03	0.093	55.45
2021 10 15 04	0.101	76.37
2021 10 15 05	0.13	95.27
2021 10 15 06	0.162	106.42
2021 10 15 07	0.187	112.31
2021 10 15 08	0.202	115.8
2021 10 15 09	0.209	117.29
2021 10 15 10	0.207	118.16
2021 10 15 11	0.201	119.1
2021 10 15 12	0.195	122.06
2021 10 15 13	0.192	126.33
2021 10 15 14	0.184	130.6
2021 10 15 15	0.168	133.55
2021 10 15 16	0.145	133.6
2021 10 15 17	0.121	128.65
2021 10 15 18	0.111	119.1
2021 10 15 19	0.125	110.6
2021 10 15 20	0.153	105.12
2021 10 15 21	0.184	103.13
2021 10 15 22	0.214	100.99
2021 10 15 23	0.236	98.02
2021 10 16 00	0.245	94.43
2021 10 16 01	0.246	90.46
2021 10 16 02	0.243	87.4
2021 10 16 03	0.239	86.64
2021 10 16 04	0.237	88.79
2021 10 16 05	0.239	94.06
2021 10 16 06	0.244	100.34
2021 10 16 07	0.252	105.85
2021 10 16 08	0.258	110.11
2021 10 16 09	0.258	112.79
2021 10 16 10	0.242	113.07
2021 10 16 11	0.21	110.33
2021 10 16 12	0.168	103.37
2021 10 16 13	0.138	89.16
2021 10 16 14	0.141	70.53
2021 10 16 15	0.161	60.73
2021 10 16 16	0.178	59.25
2021 10 16 17	0.19	65.45
2021 10 16 18	0.203	76.92
2021 10 16 19	0.225	89.23
2021 10 16 20	0.252	100.02
2021 10 16 21	0.278	107.32
2021 10 16 22	0.293	112.01
2021 10 16 23	0.287	113.53
2021 10 17 00	0.262	112.85
2021 10 17 01	0.224	108.43
2021 10 17 02	0.192	99.56
2021 10 17 03	0.178	88.71
2021 10 17 04	0.175	81.82
2021 10 17 05	0.175	82.47
2021 10 17 06	0.174	89.34
2021 10 17 07	0.178	101.62
2021 10 17 08	0.193	113.39
2021 10 17 09	0.212	121.14
2021 10 17 10	0.224	124.82
2021 10 17 11	0.222	126.04
2021 10 17 12	0.204	125.24
2021 10 17 13	0.172	121.75
2021 10 17 14	0.14	113.46
2021 10 17 15	0.117	99.78
2021 10 17 16	0.115	86.02
2021 10 17 17	0.124	82.13
2021 10 17 18	0.135	89.15
2021 10 17 19	0.151	102.2
2021 10 17 20	0.175	115.68
2021 10 17 21	0.198	124.96
2021 10 17 22	0.211	128.65
2021 10 17 23	0.209	127.41
2021 10 18 00	0.199	124.16
2021 10 18 01	0.183	117.54
2021 10 18 02	0.167	107.67
2021 10 18 03	0.16	96.45
2021 10 18 04	0.164	86.85
2021 10 18 05	0.175	83.76
2021 10 18 06	0.183	89.06
2021 10 18 07	0.186	101.12
2021 10 18 08	0.197	116.82
2021 10 18 09	0.211	131.36
2021 10 18 10	0.221	141.42
2021 10 18 11	0.21	148.57
2021 10 18 12	0.178	154.86
2021 10 18 13	0.127	160.7
2021 10 18 14	0.066	165.12
2021 10 18 15	0.004	104.03
2021 10 18 16	0.057	3.01
2021 10 18 17	0.098	6.98
2021 10 18 18	0.109	15.3
2021 10 18 19	0.099	33.53
2021 10 18 20	0.084	61.01
2021 10 18 21	0.088	90.65
2021 10 18 22	0.103	106.85
2021 10 18 23	0.121	110.66
2021 10 19 00	0.133	111.96
2021 10 19 01	0.134	109.51
2021 10 19 02	0.126	105.13
2021 10 19 03	0.113	97.62
2021 10 19 04	0.102	86.63
2021 10 19 05	0.099	77.78
2021 10 19 06	0.098	75.96
2021 10 19 07	0.099	85.95
2021 10 19 08	0.102	104.17
2021 10 19 09	0.114	121.04
2021 10 19 10	0.128	132.48
2021 10 19 11	0.133	137.43
2021 10 19 12	0.121	137.66
2021 10 19 13	0.094	131.98
2021 10 19 14	0.056	108.43
2021 10 19 15	0.052	52.02
2021 10 19 16	0.088	26.85
2021 10 19 17	0.128	22.38
2021 10 19 18	0.156	25.41
2021 10 19 19	0.162	33.69
2021 10 19 20	0.152	46.06
2021 10 19 21	0.139	64.9
2021 10 19 22	0.141	85.13
2021 10 19 23	0.158	99.81
2021 10 20 00	0.18	109.44
2021 10 20 01	0.198	115.4
2021 10 20 02	0.2	117.97
2021 10 20 03	0.192	117.89
2021 10 20 04	0.173	115.23
2021 10 20 05	0.15	109.03
2021 10 20 06	0.131	101.39
2021 10 20 07	0.122	98.92
2021 10 20 08	0.117	103.79
2021 10 20 09	0.116	113.26
2021 10 20 10	0.115	121.21
2021 10 20 11	0.115	124.38
2021 10 20 12	0.115	120.79
2021 10 20 13	0.121	109.78
2021 10 20 14	0.133	96.85
2021 10 20 15	0.154	85.54
2021 10 20 16	0.18	78.5
2021 10 20 17	0.223	78.13
2021 10 20 18	0.272	82.82
2021 10 20 19	0.273	90.62
2021 10 20 20	0.273	100.94
2021 10 20 21	0.273	110.09
2021 10 20 22	0.281	118.2
2021 10 20 23	0.297	122.35
2021 10 21 00	0.309	122.45
2021 10 21 01	0.311	118.53
2021 10 21 02	0.301	113.42
2021 10 21 03	0.283	107.22
2021 10 21 04	0.256	100.78
2021 10 21 05	0.228	93.51
2021 10 21 06	0.213	87.04
2021 10 21 07	0.205	86.09
2021 10 21 08	0.202	91.7
2021 10 21 09	0.208	101.9
2021 10 21 10	0.223	111.75
2021 10 21 11	0.239	118.7
2021 10 21 12	0.252	121.74
2021 10 21 13	0.257	121.65
2021 10 21 14	0.249	119.23
2021 10 21 15	0.23	114.01
2021 10 21 16	0.206	106.59
2021 10 21 17	0.19	96.04
2021 10 21 18	0.182	86.85
2021 10 21 19	0.177	82.55
2021 10 21 20	0.165	85.15
2021 10 21 21	0.154	96.29
2021 10 21 22	0.153	110.55
2021 10 21 23	0.163	120.18
2021 10 22 00	0.169	123.69
2021 10 22 01	0.171	124.06
2021 10 22 02	0.17	119.57
2021 10 22 03	0.166	112.56
2021 10 22 04	0.161	103.95
2021 10 22 05	0.163	95.25
2021 10 22 06	0.171	89.66
2021 10 22 07	0.164	86.85
2021 10 22 08	0.15	87.32
2021 10 22 09	0.134	94.26
2021 10 22 10	0.123	107.4
2021 10 22 11	0.119	121.29
2021 10 22 12	0.113	132.51
2021 10 22 13	0.108	140.59
2021 10 22 14	0.098	143.71
2021 10 22 15	0.078	139.63
2021 10 22 16	0.058	121.79
2021 10 22 17	0.056	84.89
2021 10 22 18	0.067	58.89
2021 10 22 19	0.075	44.46
2021 10 22 20	0.072	40.51
2021 10 22 21	0.053	47.29
2021 10 22 22	0.027	85.76
2021 10 22 23	0.036	155.55
2021 10 23 00	0.054	176.82
2021 10 23 01	0.06	180.95
2021 10 23 02	0.051	180.0
2021 10 23 03	0.031	174.47
2021 10 23 04	0.008	144.46
2021 10 23 05	0.02	0.0
2021 10 23 06	0.047	351.52
2021 10 23 07	0.069	349.17
2021 10 23 08	0.08	347.0
2021 10 23 09	0.073	338.34
2021 10 23 10	0.062	317.6
2021 10 23 11	0.067	288.16
2021 10 23 12	0.084	272.04
2021 10 23 13	0.093	269.38
2021 10 23 14	0.097	276.46
2021 10 23 15	0.104	291.39
2021 10 23 16	0.114	308.26
2021 10 23 17	0.127	321.69
2021 10 23 18	0.135	331.72
2021 10 23 19	0.148	341.07
2021 10 23 20	0.16	348.83
2021 10 23 21	0.153	355.51
2021 10 23 22	0.124	1.84
2021 10 23 23	0.081	8.42
2021 10 24 00	0.041	19.74
2021 10 24 01	0.015	63.43
2021 10 24 02	0.017	118.07
2021 10 24 03	0.022	125.83
2021 10 24 04	0.023	102.26
2021 10 24 05	0.033	74.29
2021 10 24 06	0.048	59.23
2021 10 24 07	0.063	52.04
2021 10 24 08	0.073	49.39
2021 10 24 09	0.075	52.52
2021 10 24 10	0.064	65.4
2021 10 24 11	0.052	92.2
2021 10 24 12	0.051	128.65
2021 10 24 13	0.061	153.85
2021 10 24 14	0.067	165.34
2021 10 24 15	0.061	170.69
2021 10 24 16	0.051	176.63
2021 10 24 17	0.034	186.7
2021 10 24 18	0.013	221.98
2021 10 24 19	0.027	347.47
2021 10 24 20	0.056	2.04
2021 10 24 21	0.069	10.82
2021 10 24 22	0.07	19.98
2021 10 24 23	0.066	35.13
2021 10 25 00	0.06	54.46
2021 10 25 01	0.057	81.02
2021 10 25 02	0.067	99.32
2021 10 25 03	0.08	105.06
2021 10 25 04	0.093	105.52
2021 10 25 05	0.1	102.09
2021 10 25 06	0.104	96.58
2021 10 25 07	0.11	91.56
2021 10 25 08	0.115	89.0
2021 10 25 09	0.121	91.42
2021 10 25 10	0.125	98.25
2021 10 25 11	0.13	107.87
2021 10 25 12	0.135	116.37
2021 10 25 13	0.133	122.14
2021 10 25 14	0.139	125.63
2021 10 25 15	0.148	125.94
2021 10 25 16	0.159	123.98
2021 10 25 17	0.164	119.52
2021 10 25 18	0.155	112.28
2021 10 25 19	0.141	101.78
2021 10 25 20	0.137	91.67
2021 10 25 21	0.135	85.76
2021 10 25 22	0.134	85.73
2021 10 25 23	0.129	90.0
2021 10 26 00	0.125	97.35
2021 10 26 01	0.123	105.49
2021 10 26 02	0.126	112.72
2021 10 26 03	0.132	115.98
2021 10 26 04	0.135	115.24
2021 10 26 05	0.136	111.87
2021 10 26 06	0.132	107.61
2021 10 26 07	0.123	102.57
2021 10 26 08	0.117	96.34
2021 10 26 09	0.113	89.49
2021 10 26 10	0.1	82.59
2021 10 26 11	0.078	76.67
2021 10 26 12	0.051	74.35
2021 10 26 13	0.032	81.11
2021 10 26 14	0.034	96.7
2021 10 26 15	0.037	104.03
2021 10 26 16	0.041	90.0
2021 10 26 17	0.049	70.11
2021 10 26 18	0.062	60.14
2021 10 26 19	0.071	58.07
2021 10 26 20	0.082	58.43
2021 10 26 21	0.092	60.94
2021 10 26 22	0.101	63.18
2021 10 26 23	0.105	67.08
2021 10 27 00	0.086	60.17
2021 10 27 01	0.076	79.42
2021 10 27 02	0.075	100.71
2021 10 27 03	0.078	114.92
2021 10 27 04	0.078	120.46
2021 10 27 05	0.074	117.93
2021 10 27 06	0.068	109.76
2021 10 27 07	0.06	100.56
2021 10 27 08	0.057	86.98
2021 10 27 09	0.057	74.74
2021 10 27 10	0.057	67.45
2021 10 27 11	0.055	66.66
2021 10 27 12	0.052	73.3
2021 10 27 13	0.047	83.92
2021 10 27 14	0.043	96.63
2021 10 27 15	0.04	104.38
2021 10 27 16	0.039	100.17
2021 10 27 17	0.044	86.09
2021 10 27 18	0.055	78.48
2021 10 27 19	0.071	77.9
2021 10 27 20	0.09	74.57
2021 10 27 21	0.105	72.93
2021 10 27 22	0.114	72.19
2021 10 27 23	0.121	73.21
2021 10 28 00	0.123	78.32
2021 10 28 01	0.117	84.14
2021 10 28 02	0.11	91.04
2021 10 28 03	0.107	98.58
2021 10 28 04	0.107	102.35
2021 10 28 05	0.105	102.05
2021 10 28 06	0.102	100.1
2021 10 28 07	0.101	99.09
2021 10 28 08	0.098	96.98
2021 10 28 09	0.097	92.36
2021 10 28 10	0.096	87.01
2021 10 28 11	0.098	81.2
2021 10 28 12	0.099	78.34
2021 10 28 13	0.099	76.66
2021 10 28 14	0.1	78.46
2021 10 28 15	0.099	84.8
2021 10 28 16	0.103	93.33
2021 10 28 17	0.112	100.21
2021 10 28 18	0.123	102.12
2021 10 28 19	0.136	99.25
2021 10 28 20	0.157	96.17
2021 10 28 21	0.177	93.87
2021 10 28 22	0.185	88.14
2021 10 28 23	0.19	87.28
2021 10 29 00	0.193	87.62
2021 10 29 01	0.196	90.87
2021 10 29 02	0.202	95.09
2021 10 29 03	0.211	99.81
2021 10 29 04	0.226	104.58
2021 10 29 05	0.251	109.73
2021 10 29 06	0.276	114.15
2021 10 29 07	0.298	116.47
2021 10 29 08	0.288	115.23
2021 10 29 09	0.266	110.4
2021 10 29 10	0.26	105.58
2021 10 29 11	0.258	101.83
2021 10 29 12	0.254	98.83
2021 10 29 13	0.243	97.56
2021 10 29 14	0.23	96.47
2021 10 29 15	0.212	95.68
2021 10 29 16	0.185	94.32
2021 10 29 17	0.158	95.78
2021 10 29 18	0.135	98.48
2021 10 29 19	0.121	101.86
2021 10 29 20	0.114	100.52
2021 10 29 21	0.107	99.63
2021 10 29 22	0.092	97.43
2021 10 29 23	0.075	86.94
2021 10 30 00	0.065	65.77
2021 10 30 01	0.079	41.93
2021 10 30 02	0.099	35.6
2021 10 30 03	0.117	39.11
2021 10 30 04	0.126	55.3
2021 10 30 05	0.148	78.31
2021 10 30 06	0.179	95.74
2021 10 30 07	0.21	106.02
2021 10 30 08	0.236	110.81
2021 10 30 09	0.257	112.17
2021 10 30 10	0.271	111.84
2021 10 30 11	0.275	110.6
2021 10 30 12	0.27	108.56
2021 10 30 13	0.259	106.33
2021 10 30 14	0.247	105.43
2021 10 30 15	0.229	105.67
2021 10 30 16	0.201	106.99
2021 10 30 17	0.197	108.34
2021 10 30 18	0.197	110.45
2021 10 30 19	0.191	111.74
2021 10 30 20	0.18	112.44
2021 10 30 21	0.17	110.98
2021 10 30 22	0.16	108.09
2021 10 30 23	0.154	104.66
2021 10 31 00	0.142	99.26
2021 10 31 01	0.127	91.35
2021 10 31 02	0.114	82.99
2021 10 31 03	0.109	82.68
2021 10 31 04	0.112	92.55
2021 10 31 05	0.126	105.57
2021 10 31 06	0.148	115.87
2021 10 31 07	0.171	120.16
2021 10 31 08	0.188	120.91
2021 10 31 09	0.196	120.21
2021 10 31 10	0.203	117.44
2021 10 31 11	0.217	111.85
2021 10 31 12	0.236	105.21
2021 10 31 13	0.247	99.99
2021 10 31 14	0.252	95.91
2021 10 31 15	0.253	94.51
2021 10 31 16	0.259	97.31
2021 10 31 17	0.274	103.93
2021 10 31 18	0.292	111.22
2021 10 31 19	0.302	116.73
2021 10 31 20	0.297	119.41
2021 10 31 21	0.284	119.44
2021 10 31 22	0.267	117.8
2021 10 31 23	0.249	114.4
2021 11 01 00	0.234	109.67
2021 11 01 01	0.217	102.18
2021 11 01 02	0.207	94.41
2021 11 01 03	0.206	89.44
2021 11 01 04	0.205	90.55
2021 11 01 05	0.207	96.91
2021 11 01 06	0.215	105.9
2021 11 01 07	0.227	113.29
2021 11 01 08	0.241	117.62
2021 11 01 09	0.248	119.45
2021 11 01 10	0.248	119.34
2021 11 01 11	0.24	117.2
2021 11 01 12	0.228	113.19
2021 11 01 13	0.212	107.83
2021 11 01 14	0.198	101.65
2021 11 01 15	0.185	96.51
2021 11 01 16	0.177	96.16
2021 11 01 17	0.178	99.98
2021 11 01 18	0.189	106.9
2021 11 01 19	0.202	114.79
2021 11 01 20	0.219	119.71
2021 11 01 21	0.228	121.6
2021 11 01 22	0.229	119.46
2021 11 01 23	0.224	116.22
2021 11 02 00	0.203	112.53
2021 11 02 01	0.17	104.93
2021 11 02 02	0.134	92.99
2021 11 02 03	0.104	75.56
2021 11 02 04	0.086	57.78
2021 11 02 05	0.07	49.57
2021 11 02 06	0.048	57.61
2021 11 02 07	0.039	94.39
2021 11 02 08	0.053	125.16
2021 11 02 09	0.074	133.36
2021 11 02 10	0.09	130.53
2021 11 02 11	0.11	122.82
2021 11 02 12	0.122	112.58
2021 11 02 13	0.125	100.06
2021 11 02 14	0.134	89.57
2021 11 02 15	0.142	81.92
2021 11 02 16	0.158	77.98
2021 11 02 17	0.173	78.69
2021 11 02 18	0.169	84.59
2021 11 02 19	0.157	95.81
2021 11 02 20	0.16	108.09
2021 11 02 21	0.17	116.11
2021 11 02 22	0.179	118.71
2021 11 02 23	0.18	116.7
2021 11 03 00	0.223	115.41
2021 11 03 01	0.208	110.17
2021 11 03 02	0.191	103.89
2021 11 03 03	0.181	95.99
2021 11 03 04	0.183	90.31
2021 11 03 05	0.188	89.08
2021 11 03 06	0.187	93.97
2021 11 03 07	0.189	103.74
2021 11 03 08	0.197	112.93
2021 11 03 09	0.202	119.6
2021 11 03 10	0.196	122.31
2021 11 03 11	0.173	122.04
2021 11 03 12	0.151	117.07
2021 11 03 13	0.129	108.99
2021 11 03 14	0.119	96.7
2021 11 03 15	0.115	82.56
2021 11 03 16	0.118	69.27
2021 11 03 17	0.124	63.84
2021 11 03 18	0.122	67.84
2021 11 03 19	0.117	82.14
2021 11 03 20	0.126	99.98
2021 11 03 21	0.137	114.89
2021 11 03 22	0.15	123.05
2021 11 03 23	0.153	123.58
2021 11 04 00	0.148	120.69
2021 11 04 01	0.133	110.6
2021 11 04 02	0.124	97.41
2021 11 04 03	0.119	82.81
2021 11 04 04	0.118	68.19
2021 11 04 05	0.124	61.16
2021 11 04 06	0.124	64.25
2021 11 04 07	0.124	77.96
2021 11 04 08	0.122	97.99
2021 11 04 09	0.128	116.36
2021 11 04 10	0.136	127.54
2021 11 04 11	0.134	131.98
2021 11 04 12	0.124	130.75
2021 11 04 13	0.108	123.69
2021 11 04 14	0.1	110.95
2021 11 04 15	0.101	94.52
2021 11 04 16	0.115	76.44
2021 11 04 17	0.13	66.57
2021 11 04 18	0.147	63.78
2021 11 04 19	0.138	69.34
2021 11 04 20	0.124	82.58
2021 11 04 21	0.117	103.32
2021 11 04 22	0.111	127.69
2021 11 04 23	0.102	138.97
2021 11 05 00	0.078	149.53
2021 11 05 01	0.054	149.21
2021 11 05 02	0.027	128.99
2021 11 05 03	0.019	38.65
2021 11 05 04	0.046	9.86
2021 11 05 05	0.075	12.2
2021 11 05 06	0.09	18.63
2021 11 05 07	0.082	29.65
2021 11 05 08	0.061	52.94
2021 11 05 09	0.047	96.07
2021 11 05 10	0.053	140.33
2021 11 05 11	0.059	166.42
2021 11 05 12	0.06	186.65
2021 11 05 13	0.066	206.95
2021 11 05 14	0.066	234.86
2021 11 05 15	0.067	270.85
2021 11 05 16	0.082	303.11
2021 11 05 17	0.105	317.68
2021 11 05 18	0.129	326.3
2021 11 05 19	0.125	334.04
2021 11 05 20	0.091	335.4
2021 11 05 21	0.051	319.76
2021 11 05 22	0.037	263.82
2021 11 05 23	0.057	233.53
2021 11 06 00	0.065	234.36
2021 11 06 01	0.062	245.48
2021 11 06 02	0.06	268.09
2021 11 06 03	0.068	295.06
2021 11 06 04	0.086	314.53
2021 11 06 05	0.106	328.85
2021 11 06 06	0.117	339.55
2021 11 06 07	0.113	348.29
2021 11 06 08	0.087	354.74
2021 11 06 09	0.044	358.69
2021 11 06 10	0.002	224.99
2021 11 06 11	0.039	194.74
2021 11 06 12	0.06	201.44
2021 11 06 13	0.063	216.68
2021 11 06 14	0.059	241.69
2021 11 06 15	0.058	276.88
2021 11 06 16	0.073	309.5
2021 11 06 17	0.097	329.23
2021 11 06 18	0.117	340.64
2021 11 06 19	0.127	350.98
2021 11 06 20	0.12	2.86
2021 11 06 21	0.098	18.43
2021 11 06 22	0.067	42.61
2021 11 06 23	0.044	90.0
2021 11 07 00	0.049	141.51
2021 11 07 01	0.055	159.92
2021 11 07 02	0.046	167.47
2021 11 07 03	0.022	164.74
2021 11 07 04	0.008	20.55
2021 11 07 05	0.038	8.97
2021 11 07 06	0.065	13.19
2021 11 07 07	0.087	21.55
2021 11 07 08	0.097	34.5
2021 11 07 09	0.091	51.24
2021 11 07 10	0.078	76.67
2021 11 07 11	0.073	109.91
2021 11 07 12	0.079	138.06
2021 11 07 13	0.083	161.78
2021 11 07 14	0.075	181.52
2021 11 07 15	0.058	203.07
2021 11 07 16	0.038	240.06
2021 11 07 17	0.037	300.69
2021 11 07 18	0.055	341.24
2021 11 07 19	0.074	8.45
2021 11 07 20	0.089	26.56
2021 11 07 21	0.094	42.84
2021 11 07 22	0.083	61.27
2021 11 07 23	0.074	88.45
2021 11 08 00	0.075	118.61
2021 11 08 01	0.075	138.23
2021 11 08 02	0.06	149.19
2021 11 08 03	0.035	147.65
2021 11 08 04	0.014	102.09
2021 11 08 05	0.028	27.47
2021 11 08 06	0.053	17.41
2021 11 08 07	0.077	22.9
2021 11 08 08	0.092	30.43
2021 11 08 09	0.094	40.27
2021 11 08 10	0.081	55.52
2021 11 08 11	0.063	83.65
2021 11 08 12	0.057	121.47
2021 11 08 13	0.061	150.94
2021 11 08 14	0.058	170.21
2021 11 08 15	0.045	188.84
2021 11 08 16	0.025	224.99
2021 11 08 17	0.022	307.87
2021 11 08 18	0.047	342.71
2021 11 08 19	0.075	356.18
2021 11 08 20	0.098	3.5
2021 11 08 21	0.107	9.63
2021 11 08 22	0.096	15.04
2021 11 08 23	0.067	18.97
2021 11 09 00	0.036	25.86
2021 11 09 01	0.007	45.0
2021 11 09 02	0.015	224.99
2021 11 09 03	0.027	252.89
2021 11 09 04	0.038	286.55
2021 11 09 05	0.06	310.29
2021 11 09 06	0.089	325.06
2021 11 09 07	0.12	332.79
2021 11 09 08	0.149	338.05
2021 11 09 09	0.167	341.24
2021 11 09 10	0.167	343.3
2021 11 09 11	0.149	341.32
2021 11 09 12	0.127	335.03
2021 11 09 13	0.115	323.13
2021 11 09 14	0.114	311.8
2021 11 09 15	0.122	304.72
2021 11 09 16	0.138	305.87
2021 11 09 17	0.16	312.72
2021 11 09 18	0.184	322.5
2021 11 09 19	0.205	332.81
2021 11 09 20	0.224	341.32
2021 11 09 21	0.235	346.73
2021 11 09 22	0.228	350.94
2021 11 09 23	0.203	353.78
2021 11 10 00	0.148	339.12
2021 11 10 01	0.128	328.04
2021 11 10 02	0.121	312.33
2021 11 10 03	0.134	301.91
2021 11 10 04	0.154	299.56
2021 11 10 05	0.172	302.95
2021 11 10 06	0.186	308.46
2021 11 10 07	0.195	315.83
2021 11 10 08	0.196	322.25
2021 11 10 09	0.195	328.58
2021 11 10 10	0.188	333.57
2021 11 10 11	0.167	336.35
2021 11 10 12	0.135	333.81
2021 11 10 13	0.108	319.11
2021 11 10 14	0.096	301.37
2021 11 10 15	0.099	289.34
2021 11 10 16	0.112	285.52
